0.00096;2.8592e-05
0.00096;2.0601e-05
0.00096;2.0556e-05
0.00096;2.0788e-05
0.00096;2.0315e-05
0.00096;2.0358e-05
0.00096;2.0496e-05
0.00096;2.0045e-05
0.00096;1.9998e-05
0.00096;2.0583e-05
0.009984;6.0393e-05
0.009984;7.3649e-05
0.009984;6.0053e-05
0.009984;6.0275e-05
0.009984;6.0365e-05
0.009984;6.0246e-05
0.009984;6.0518e-05
0.009984;6.0265e-05
0.009984;6.0484e-05
0.009984;6.1512e-05
0.099968;0.000496298
0.099968;0.00047939
0.099968;0.000464723
0.099968;0.00047214
0.099968;0.000461576
0.099968;0.000461356
0.099968;0.000487601
0.099968;0.000461354
0.099968;0.000472046
0.099968;0.000463834
1;0.0045403
1;0.00448722
1;0.00447849
1;0.0044839
1;0.00448628
1;0.00447962
1;0.00451536
1;0.00448793
1;0.00447836
1;0.00453985
10;0.0448699
10;0.0445565
10;0.0446086
10;0.0445495
10;0.0445125
10;0.0445424
10;0.0446383
10;0.0447583
10;0.0445059
10;0.0445035
100;0.447831
100;0.448403
100;0.453682
100;0.448674
100;0.448124
100;0.451034
100;0.451631
100;0.448798
100;0.449005
100;0.448486
1000;4.5001
1000;4.48382
1000;4.48666
1000;4.4825
1000;4.51184
1000;4.48234
1000;4.48562
1000;4.51182
1000;4.48218
1000;4.52343
10000;44.9976
10000;45.2133
10000;45.1463
10000;44.9256
10000;44.8835
10000;45.174
10000;44.8791
10000;45.4367
10000;44.9085
10000;44.881
20000;90.4176
20000;89.8683
20000;89.7353
20000;89.7264
20000;91.166
20000;93.8811
20000;89.7371
20000;91.7632
20000;90.1969
20000;90.6004
30000;135.11
30000;134.655
30000;134.903
30000;134.596
30000;134.574
30000;134.555
30000;134.604
30000;134.531
30000;134.527
30000;134.634
40000;180.168
40000;179.443
40000;179.637
40000;179.377
40000;179.352
40000;179.933
40000;179.35
40000;179.656
40000;179.446
40000;179.393
50000;224.812
50000;224.821
50000;224.227
50000;224.34
50000;224.362
50000;224.318
50000;225.752
50000;224.243
50000;224.769
50000;225.846
60000;271.091
60000;269.279
60000;269.319
60000;269.026
60000;269.139
60000;269.094
60000;269.036
60000;269.041
60000;269.048
60000;269.033
70000;314.621
70000;316.476
70000;316.495
70000;316.52
70000;316.486
70000;324.251
70000;320.839
70000;319.247
70000;319.581
70000;319.11
80000;365.273
80000;364.92
80000;366.423
80000;365.301
80000;365.026
80000;364.741
80000;364.514
80000;364.563
80000;365.254
80000;365.109
90000;410.118
90000;409.203
90000;413.342
90000;413.477
90000;410.357
90000;411.247
90000;410.914
90000;411.163
90000;411.678
90000;413.353
100000;459.553
100000;467.213
100000;459.418
100000;459.032
100000;463.077
100000;459.609
100000;464.593
100000;459.317
100000;458.214
100000;458.906
